,epreuve,normal,team,group,licensed,country,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
alpine-skiing,Men's Downhill_1,1,1,1,1,1,SUI,FRA,AUT,CAN,NOR,ITA,SUI,AUT,AUT,SLO,FRA,0,Germany,USA,ITA,SUI,ESP,0,USA,USA,AUT,CAN,Germany,SLO,SUI,FRA,FRA,LIE,MON,ISR,IRL,CHI,UKR,BOL,KOS,CHN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alpine-skiing,Men's Downhill_2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NOR,0,0,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alpine-skiing,Men's Super-G_1,1,1,1,1,1,AUT,USA,NOR,NOR,AUT,CAN,Germany,Germany,FRA,CAN,FRA,USA,Germany,SUI,USA,SUI,USA,ITA,0,SLO,ITA,AND,NOR,SLO,CZE,FRA,CHI,LIE,NOR,ISR,MON,UKR,CHN,SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alpine-skiing,Men's Super-G_2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alpine-skiing,Men's Giant Slalom_1,1,1,1,1,1,SUI,SLO,FRA,USA,FRA,0,SUI,NOR,AND,CRO,AUT,USA,CAN,AUT,SVK,SVK,BUL,NLD,CZE,Germany,CRO,ISR,AUS,CAN,IRL,LAT,AUT,LUX,UZB,KOS,COL,ROU,CHN,HUN,MEX,CHN,POR,THA,ERI,PUR,MNE,CYP,TUR,KSA,IND,JAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alpine-skiing,Men's Giant Slalom_2,1,1,1,1,1,0,0,0,0,FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alpine-skiing,Men's Slalom_1,1,1,1,1,1,FRA,AUT,NOR,NOR,SUI,SUI,Germany,ITA,BUL,ROC,ITA,SUI,GBR,SUI,CRO,FRA,AUT,CRO,Germany,CRO,KOR,BEL,ISR,CAN,SVK,ROC,BIH,ALB,GRE,DNK,NOR,GEO,HUN,HAI,ROU,KAZ,KOS,LBN,POR,THA,MAD,MNE,SMR,PUR,TLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alpine-skiing,Men's Alpine Combined_1,1,1,1,1,1,AUT,NOR,CAN,SUI,AUT,ISR,AUT,CAN,CAN,ITA,LIE,IRL,MON,UKR,KOS,CHN,CHN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alpine-skiing,Women's Downhill_1,1,1,1,1,1,SUI,ITA,ITA,Germany,ITA,SUI,AUT,AUT,0,FRA,ITA,AUT,FRA,NOR,SUI,SUI,USA,USA,AUT,ROC,USA,SLO,SLO,CAN,NZL,AUS,CZE,CZE,CZE,SRB,CHN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alpine-skiing,Women's Downhill_2,1,1,1,1,1,0,0,0,0,0,0,0,CAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alpine-skiing,Women's Super-G_1,1,1,1,1,1,SUI,AUT,SUI,AUT,CZE,NOR,ITA,AUT,USA,ITA,FRA,SUI,SUI,CAN,Germany,FRA,ITA,ROC,FRA,AUT,USA,ITA,SLO,CAN,BIH,POL,USA,FRA,ARG,AND,AUS,ISL,CZE,ISR,MEX,CZE,UKR,SVK,SVK,CHN,CHN,IRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alpine-skiing,Women's Giant Slalom_1,1,1,1,1,1,SWE,ITA,SUI,AUT,NOR,NOR,SLO,POL,SUI,SUI,SLO,USA,0,SVK,AUT,SUI,FRA,SLO,FRA,ITA,Germany,GBR,0,JPN,ROC,POL,ROC,CRO,ARG,POL,JPN,ROC,KOR,GEO,EST,BUL,MEX,MAS,UKR,CHN,MAD,CHI,POR,CHN,ROU,PER,SMR,TUR,KOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alpine-skiing,Women's Giant Slalom_2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NOR,0,0,0,0,0,0,0,0,0,NZL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alpine-skiing,Women's Slalom_1,1,1,1,1,1,SVK,AUT,SUI,Germany,SLO,SUI,SUI,USA,SWE,SUI,SLO,AUT,CZE,AUT,NOR,CAN,CAN,Germany,FRA,BLR,GBR,0,CRO,SWE,CRO,USA,CAN,SWE,ITA,ITA,ROC,CZE,ROC,USA,JPN,ROC,FIN,ISL,KOR,HUN,ISR,GEO,MAD,PER,BIH,LBN,CHN,IRL,TUR,TPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alpine-skiing,Women's Slalom_2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alpine-skiing,Women's Alpine Combined_1,1,1,1,1,1,SUI,SUI,ITA,CZE,AUT,AUT,AUT,FRA,SLO,ROC,USA,AND,AUS,CZE,CHN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alpine-skiing,Mixed Team Parallel_1,1,4,6,1,1,AUT,Germany,NOR,USA,FRA,SUI,SLO,ITA,CAN,POL,ROC,SVK,SWE,CZE,CHN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biathlon,Men's 20km Individual_1,1,1,1,1,1,FRA,BLR,NOR,ROC,CAN,Germany,Germany,NOR,FRA,ROC,ROC,SWE,NOR,ITA,NOR,AUT,FRA,UKR,SUI,AUT,LTU,SUI,FIN,CAN,KAZ,MDA,ITA,USA,SLO,SWE,CZE,NZL,CAN,ROC,USA,CAN,UKR,SLO,CHN,SWE,BUL,USA,SVK,JPN,AUT,SLO,BLR,ITA,POL,UKR,Germany,KAZ,SUI,SLO,UKR,SUI,AUT,BLR,CZE,EST,BUL,CZE,ITA,SWE,CZE,FIN,Germany,EST,CHN,LTU,LTU,FRA,EST,FIN,BEL,KOR,BEL,EST,LTU,SVK,FIN,JPN,CHN,SVK,BUL,BLR,USA,SVK,ROU,BEL,BEL,CHN,,,,,,
biathlon,Women's 15km Individual_1,1,1,1,1,1,Germany,FRA,NOR,Germany,BLR,CZE,USA,NOR,ROC,UKR,UKR,SWE,SWE,Germany,SWE,SWE,AUT,ITA,CZE,POL,FRA,NOR,ROC,SUI,Germany,AUT,JPN,0,SLO,FRA,AUT,FIN,CAN,CZE,CHN,POL,MDA,NOR,USA,FRA,BLR,SVK,EST,KAZ,BEL,SVK,CHN,BLR,ITA,BUL,FIN,BUL,DNK,BLR,POL,ROU,USA,LAT,CHN,ITA,LTU,SUI,USA,SLO,JPN,EST,CAN,SVK,SUI,CAN,JPN,MDA,KOR,JPN,AUT,ITA,ROC,ROC,EST,CAN,CHN,EST,SVK,KOR,POL,BUL,,,,,,,,,,,,
biathlon,Women's 15km Individual_2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
biathlon,Men's 10km Sprint_1,1,1,1,1,1,NOR,FRA,NOR,ROC,SWE,SWE,NOR,Germany,FRA,BLR,ROC,CAN,UKR,ITA,UKR,CZE,Germany,AUT,ROC,NOR,FRA,Germany,ITA,FRA,FIN,SLO,SUI,CZE,CAN,ITA,BUL,CHN,Germany,CAN,CAN,USA,SUI,ROC,0,CHN,JPN,SLO,LTU,JPN,SUI,AUT,USA,POL,KAZ,EST,EST,BUL,SUI,FIN,SWE,BUL,BLR,CZE,CZE,UKR,ITA,SLO,BUL,SWE,SVK,UKR,BEL,SVK,AUT,EST,BLR,AUT,LTU,USA,NZL,CHN,KAZ,BLR,MDA,LTU,CHN,KOR,USA,BEL,SVK,SLO,SVK,EST,ROU,LTU,BEL,FIN,MDA,BEL,,,,
biathlon,Men's 10km Sprint_2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
biathlon,Women's 7.5km Sprint_1,1,1,1,1,1,NOR,SWE,ITA,AUT,NOR,ROC,SWE,UKR,FRA,MDA,NOR,SWE,ROC,SVK,BLR,POL,BUL,Germany,SWE,ROC,AUT,Germany,SUI,UKR,CZE,BLR,USA,FIN,FRA,Germany,CZE,CAN,EST,USA,CHN,ITA,USA,NOR,JPN,UKR,CZE,0,EST,EST,AUT,USA,ROC,FRA,KOR,LAT,FIN,KAZ,POL,SUI,Germany,EST,ITA,CZE,SLO,BLR,CHN,CHN,LTU,BEL,DNK,POL,JPN,FRA,POL,BLR,ROU,SVK,FIN,JPN,FIN,CHN,CAN,BUL,SLO,CAN,CAN,ITA,KOR,BUL,AUT,MDA,JPN,SVK,BUL,,,,,,,,,
biathlon,Women's 7.5km Sprint_2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SVK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
biathlon,Men's 12.5km Pursuit_1,1,1,1,1,1,FRA,NOR,ROC,ITA,NOR,Germany,FRA,SWE,FRA,AUT,SWE,Germany,UKR,BLR,NOR,FRA,ROC,UKR,Germany,CAN,FIN,CHN,UKR,NOR,BUL,ITA,ROC,CAN,SLO,CAN,SWE,Germany,ITA,CZE,CAN,SUI,AUT,SUI,ROC,USA,CHN,CZE,USA,CZE,BLR,JPN,EST,CZE,FIN,EST,JPN,FIN,BUL,POL,BUL,SLO,KAZ,LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biathlon,Women's 10km Pursuit_1,1,1,1,1,1,NOR,SWE,NOR,BLR,SWE,ITA,AUT,FRA,POL,SVK,ROC,Germany,UKR,NOR,Germany,MDA,Germany,SWE,BLR,BLR,Germany,AUT,ROC,SUI,UKR,ROC,FRA,CZE,USA,FIN,BUL,ITA,NOR,CZE,CZE,SVK,ITA,USA,SUI,USA,ROC,JPN,FIN,AUT,EST,SWE,USA,LAT,EST,EST,SLO,KAZ,CHN,CAN,UKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biathlon,Men's 15km Mass Start_1,1,1,1,1,1,NOR,SWE,NOR,FRA,ITA,NOR,AUT,Germany,FIN,Germany,SWE,NOR,CAN,Germany,ROC,FRA,BLR,CAN,ROC,ROC,CZE,FRA,Germany,UKR,CAN,FRA,ITA,UKR,AUT,CHN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biathlon,Women's 12.5km Mass Start_1,1,1,1,1,1,FRA,NOR,NOR,CZE,ROC,FRA,UKR,Germany,SWE,BLR,AUT,BLR,Germany,AUT,Germany,SUI,ROC,Germany,FRA,ROC,SWE,ITA,USA,SWE,SWE,SVK,POL,CZE,FRA,MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biathlon,Men's 4x7.5km Relay_1,1,4,4,1,1,NOR,FRA,ROC,Germany,SWE,CAN,ITA,BLR,UKR,AUT,SLO,SUI,USA,LTU,EST,CHN,FIN,BUL,CZE,BEL,SVK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biathlon,Women's 4x6km Relay_1,1,4,4,1,1,SWE,ROC,Germany,NOR,ITA,FRA,UKR,CZE,AUT,CAN,USA,CHN,BLR,POL,EST,FIN,JPN,BUL,SVK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biathlon,Mixed Relay 4x6km (W+M)_1,1,4,4,1,1,NOR,FRA,ROC,SWE,Germany,BLR,USA,SUI,ITA,AUT,FIN,CZE,UKR,CAN,CHN,EST,SVK,JPN,BUL,SLO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bobsleigh,2-man_1,1,2,2,1,1,Germany,Germany,Germany,SUI,AUT,MON,CAN,ROC,LAT,CAN,GBR,FRA,USA,CHN,CZE,ROU,LAT,SUI,KOR,CAN,ITA,CHN,NLD,KOR,ROC,AUT,USA,TTO,BRA,JAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bobsleigh,4-man_1,1,4,4,1,1,Germany,Germany,CAN,Germany,LAT,GBR,ROC,ROC,CAN,USA,SUI,AUT,ROU,0,ITA,CHN,CHN,KOR,FRA,BRA,CZE,AUT,CAN,SUI,KOR,NLD,ITA,JAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bobsleigh,4-man_2,1,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bobsleigh,Women's Monobob_1,1,1,1,1,1,USA,USA,CAN,Germany,AUS,CHN,SUI,CAN,CHN,ROC,FRA,ROU,Germany,AUT,ITA,NLD,SVK,KOR,JAM,UKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bobsleigh,2-woman_1,1,2,2,1,1,Germany,Germany,USA,Germany,CAN,SUI,USA,CAN,ROC,AUT,CHN,CAN,FRA,CHN,BEL,AUS,GBR,ROU,ROC,SUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cross-country-skiing,Men's 15km Classic_1,1,1,1,1,1,FIN,ROC,NOR,NOR,ROC,FIN,FRA,SWE,ROC,SWE,NOR,FRA,ROC,IRL,NOR,SUI,Germany,ITA,Germany,Germany,SWE,ITA,AUT,AND,KAZ,SWE,POL,FIN,CAN,ROU,CZE,Germany,CAN,ITA,EST,ISL,CAN,USA,ESP,KAZ,CHN,USA,JPN,SUI,FIN,GBR,CHN,USA,FRA,CZE,GBR,ITA,SUI,CZE,SLO,EST,CHN,SVK,BEL,POL,ARM,LAT,CHN,ROU,MGL,USA,JPN,BLR,SLO,EST,SLO,AUS,THA,LAT,AUS,AUS,UKR,UKR,KOR,HUN,AUS,KOR,LTU,IRI,CRO,ARG,BIH,POR,BOL,BRA,CHI,LBN,MNE,MEX,COL,,,
cross-country-skiing,Men's 15km + 15km Skiathlon_1,1,1,1,1,1,ROC,ROC,FIN,NOR,NOR,SWE,FIN,ITA,ROC,FRA,USA,Germany,Germany,FRA,SUI,AUT,GBR,CZE,Germany,AND,ESP,SUI,FRA,SWE,FIN,POL,SUI,ROU,ISL,SWE,CAN,KAZ,EST,ITA,JPN,ROC,SWE,CHN,USA,NOR,JPN,CAN,IRL,CZE,SVK,CZE,ARM,ITA,CHN,CHN,LAT,POL,BEL,JPN,KAZ,SLO,CAN,UKR,CHN,KOR,THA,AUS,AUS,UKR,ARG,KOR,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cross-country-skiing,Men's Sprint Free_1,1,1,1,1,1,NOR,ITA,ROC,FIN,ROC,SWE,FRA,ROC,FRA,NOR,NOR,USA,SWE,FIN,USA,SWE,USA,SUI,POL,LAT,NOR,SUI,CZE,SWE,USA,CZE,FRA,ITA,CZE,CHN,SUI,JPN,CZE,CAN,ITA,GBR,ESP,Germany,AUT,GBR,EST,SLO,AUT,SLO,EST,UKR,ROU,EST,LTU,AUS,ITA,THA,BLR,CAN,AUS,CAN,JPN,POL,BIH,CHN,AUS,KAZ,AUS,UKR,SLO,KAZ,CHN,LTU,CRO,LAT,BRA,HUN,NGR,SLO,0,BEL,MGL,ISL,CHN,TUR,KOR,KOR,GRE,MNE,CHI,MKD,LBN,COL,,,,,,,,,,
cross-country-skiing,Men's Sprint Free_2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
cross-country-skiing,Men's Team Sprint Classic_1,1,2,2,1,1,NOR,FIN,ROC,SWE,CAN,ITA,FRA,SUI,USA,AUT,EST,BLR,CHN,CZE,POL,SLO,UKR,ROU,ISL,GBR,LAT,AUS,Germany,LTU,KOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cross-country-skiing,Men's 50km Mass Start Free_1,1,1,1,1,1,ROC,ROC,NOR,ROC,NOR,ROC,FRA,USA,SWE,FRA,SUI,GBR,NOR,SUI,FRA,SWE,SUI,ITA,FIN,Germany,ESP,SUI,ISL,JPN,AND,Germany,CAN,FIN,IRL,POL,Germany,ITA,Germany,FRA,CAN,EST,CZE,SWE,SWE,SVK,CHN,CZE,KAZ,LAT,CHN,CHN,BEL,CHN,THA,POL,AUS,BIH,AUS,LAT,HUN,MKD,CRO,BRA,GRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cross-country-skiing,Men's 4 x 10km Relay_1,1,4,4,1,1,ROC,NOR,FRA,SWE,Germany,FIN,SUI,ITA,USA,JPN,CAN,CZE,CHN,SLO,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cross-country-skiing,Women's 10km Classic_1,1,1,1,1,1,NOR,FIN,FIN,ROC,Germany,SWE,ROC,USA,AUT,ROC,Germany,SWE,USA,FIN,ROC,FIN,SLO,CAN,SWE,SWE,NOR,SUI,LAT,USA,NOR,ITA,JPN,Germany,POL,CZE,AUT,USA,Germany,CZE,ITA,CAN,ITA,ITA,CHN,FRA,FRA,CZE,SUI,NOR,CHN,JPN,AND,CAN,POL,CHN,AUS,KAZ,KAZ,JPN,SUI,CHN,KAZ,UKR,KAZ,EST,CAN,SLO,THA,POL,SVK,SLO,AUS,LAT,LIE,EST,SLO,KOR,CRO,ARM,KOR,UKR,SVK,POL,UKR,EST,SVK,BRA,CRO,LAT,MGL,ROU,TUR,GRE,LTU,BRA,LTU,TUR,LAT,ARM,MKD,ARG,HUN,GRE
cross-country-skiing,Women's 7.5km + 7.5km Skiathlon_1,1,1,1,1,1,NOR,ROC,AUT,FIN,SWE,USA,FIN,ROC,FRA,SWE,ROC,FIN,Germany,USA,Germany,POL,Germany,NOR,SWE,CAN,SUI,FIN,CAN,ROC,Germany,CZE,JPN,CAN,NOR,CZE,AUS,SUI,CHN,CHN,JPN,ITA,ITA,FRA,EST,USA,ITA,ITA,CHN,CAN,SWE,CHN,AND,KAZ,KAZ,JPN,KAZ,JPN,USA,EST,SLO,UKR,LIE,KAZ,POL,UKR,KOR,UKR,UKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cross-country-skiing,Women's Sprint Free_1,1,1,1,1,1,SWE,SWE,USA,USA,SUI,SWE,ROC,NOR,NOR,Germany,Germany,SLO,SUI,ROC,Germany,ROC,SWE,USA,CZE,CZE,NOR,NOR,FIN,SUI,CAN,FIN,FIN,ITA,ITA,ITA,FRA,LAT,CZE,AUT,CAN,CHN,Germany,CHN,POL,CAN,EST,POL,USA,CZE,ROC,SLO,ITA,EST,SUI,POL,KAZ,AUS,CRO,UKR,SLO,CHN,SVK,CAN,SLO,KAZ,THA,EST,SVK,EST,AUS,CHN,KAZ,KAZ,UKR,UKR,CRO,SVK,LAT,ISL,KOR,LAT,KOR,ROU,MGL,ARM,LAT,LTU,ARG,BRA,TUR,LTU,GRE,BRA,GRE,BIH,,,,,,,,
cross-country-skiing,Women's Team Sprint Classic_1,1,2,2,1,1,Germany,SWE,ROC,FIN,USA,AUT,SUI,NOR,POL,FRA,CHN,CAN,ITA,SLO,CZE,AUS,EST,UKR,KAZ,CRO,LAT,KOR,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cross-country-skiing,Women's Team Sprint Classic_2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cross-country-skiing,Women's Team Sprint Classic_3,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cross-country-skiing,Women's Team Sprint Classic_4,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cross-country-skiing,Women's 30km Mass Start Free_1,1,1,1,1,1,NOR,USA,FIN,SWE,ROC,USA,FRA,SWE,ROC,FIN,AUT,Germany,NOR,NOR,USA,CAN,ROC,USA,Germany,FIN,POL,CZE,FIN,FRA,Germany,JPN,SUI,NOR,SWE,CAN,LAT,LAT,ITA,ITA,SWE,JPN,UKR,CHN,CAN,ITA,CZE,KAZ,AUS,FRA,ITA,CHN,CHN,AND,KAZ,JPN,CAN,CRO,SLO,KAZ,JPN,AUS,POL,UKR,SLO,CHN,GRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cross-country-skiing,Women's 4 x 5km Relay_1,1,4,4,1,1,ROC,Germany,SWE,FIN,NOR,USA,SUI,ITA,CAN,CHN,JPN,FRA,CZE,POL,KAZ,EST,LAT,UKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
curling,Women_1,1,4,5,1,1,GBR,JPN,SWE,SUI,CAN,USA,CHN,KOR,DNK,ROC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
curling,Men_1,1,4,5,1,1,SWE,GBR,CAN,USA,CHN,NOR,SUI,ROC,ITA,DNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
curling,Mixed Doubles_1,1,2,2,1,1,ITA,NOR,SWE,GBR,CAN,CZE,SUI,USA,CHN,AUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
figure-skating,Men Single Skating_1,1,1,1,1,1,USA,JPN,JPN,JPN,KOR,USA,ITA,ROC,CHN,GEO,CAN,FRA,LAT,FRA,ROC,ITA,AUS,AZE,ROC,BLR,SWE,MEX,SUI,UKR,CZE,ISR,KOR,EST,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
figure-skating,Women Single Skating_1,1,1,1,1,1,ROC,ROC,JPN,ROC,JPN,KOR,USA,BEL,KOR,USA,GEO,POL,BLR,AUT,AZE,USA,Germany,NLD,CAN,CZE,EST,SUI,JPN,BUL,FIN,SWE,CHN,GBR,AUS,UKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
figure-skating,Pair Skating_1,1,2,2,1,1,CHN,ROC,ROC,ROC,CHN,USA,JPN,USA,GEO,CAN,ESP,CAN,ITA,ITA,ISR,Germany,CZE,AUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
figure-skating,Ice Dance_1,1,2,2,1,1,FRA,ROC,USA,USA,ITA,ROC,CAN,ESP,CAN,GBR,USA,CHN,CAN,ROC,FIN,CZE,POL,ARM,GEO,UKR,Germany,JPN,LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
