,olympic_game,type,discipline,event,event_step,normal,team,group,licensed,country,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139
3436,beijing-2008,olympic,boxing,69-75-kg-men,69-75-kg-men_5,1,1,1,1,1,0,0,0,0,0,0,0,ARM,0,0,0,0,0,0,0,GHA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3437,beijing-2008,olympic,boxing,69-75-kg-men,69-75-kg-men_6,1,1,1,1,1,0,0,0,0,0,0,0,UKR,0,0,0,0,0,0,0,FRA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3438,beijing-2008,olympic,boxing,69-75-kg-men,69-75-kg-men_7,1,1,1,1,1,0,0,0,0,0,0,0,GRE,0,0,0,0,0,0,0,AUS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3439,beijing-2008,olympic,boxing,69-75-kg-men,69-75-kg-men_8,1,1,1,1,1,0,0,0,0,0,0,0,THA,0,0,0,0,0,0,0,CHN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3440,beijing-2008,olympic,boxing,69-75-kg-men,69-75-kg-men_9,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GER,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3441,beijing-2008,olympic,boxing,69-75-kg-men,69-75-kg-men_10,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COD,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3442,beijing-2008,olympic,boxing,69-75-kg-men,69-75-kg-men_11,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KOR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3443,beijing-2008,olympic,boxing,69-75-kg-men,69-75-kg-men_12,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GAM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3444,beijing-2008,olympic,baseball,baseball-men,baseball-men_1,1,1,1,1,Republic of Korea,Cuba,United States of America,Japan,Chinese Taipei,Canada,Netherlands,People's Republic of China,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3445,beijing-2008,olympic,wrestling,featherweight-freestyle-55-kilograms-men,featherweight-freestyle-55-kilograms-men_1,1,1,1,1,USA,JPN,BUL,0,AZE,0,BLR,GEO,KOR,IRI,TUR,PRK,ESP,COL,SEN,KAZ,0,ROU,CUB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446,beijing-2008,olympic,wrestling,featherweight-freestyle-55-kilograms-men,featherweight-freestyle-55-kilograms-men_2,1,1,1,1,1,0,RUS,0,UZB,0,0,0,0,0,0,0,0,0,0,MGL,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3447,beijing-2008,olympic,wrestling,super-heavyweight-freestyle-120-kilograms-men,super-heavyweight-freestyle-120-kilograms-men_1,1,1,1,1,RUS,SVK,KAZ,0,IRI,USA,HUN,TUR,CHN,UKR,POL,BUL,AZE,KOR,PLW,IND,NGR,ROU,MEX,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448,beijing-2008,olympic,wrestling,super-heavyweight-freestyle-120-kilograms-men,super-heavyweight-freestyle-120-kilograms-men_2,1,1,1,1,1,0,CUB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3449,beijing-2008,olympic,wrestling,middleweight-freestyle-63-kilograms-women,middleweight-freestyle-63-kilograms-women_1,1,1,1,1,JPN,RUS,KAZ,0,FRA,0,BUL,POL,CHN,MGL,UKR,BLR,EGY,0,HUN,AZE,GUM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3450,beijing-2008,olympic,wrestling,middleweight-freestyle-63-kilograms-women,middleweight-freestyle-63-kilograms-women_2,1,1,1,1,1,0,USA,0,CAN,0,0,0,0,0,0,0,ESP,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3451,beijing-2008,olympic,wrestling,lightweight-freestyle-60-kilograms-men,lightweight-freestyle-60-kilograms-men_1,1,1,1,1,RUS,JPN,KGZ,0,AZE,MKD,CUB,IND,CAN,TUR,KAZ,CHN,KOR,TJK,ALB,ARM,EGY,USA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3452,beijing-2008,olympic,wrestling,lightweight-freestyle-60-kilograms-men,lightweight-freestyle-60-kilograms-men_2,1,1,1,1,1,0,IRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453,beijing-2008,olympic,wrestling,heavyweight-greco-roman-96-kilograms-men,heavyweight-greco-roman-96-kilograms-men_1,1,1,1,1,RUS,GER,USA,0,KOR,LTU,ALB,CHN,TUR,ITA,GEO,EGY,BUL,0,IRI,GRE,0,JPN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454,beijing-2008,olympic,wrestling,heavyweight-greco-roman-96-kilograms-men,heavyweight-greco-roman-96-kilograms-men_2,1,1,1,1,1,0,CZE,0,0,0,0,0,0,0,0,0,UKR,0,0,HUN,0,ALG,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3455,beijing-2008,olympic,wrestling,light-heavyweight-freestyle-84-kilograms-men,light-heavyweight-freestyle-84-kilograms-men_1,1,1,1,1,GEO,TJK,UKR,0,TUR,0,AZE,ARM,UZB,CUB,IRI,USA,KAZ,CHN,CAN,POL,MGL,TUN,COL,AUS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3456,beijing-2008,olympic,wrestling,light-heavyweight-freestyle-84-kilograms-men,light-heavyweight-freestyle-84-kilograms-men_2,1,1,1,1,1,0,RUS,0,GER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3457,beijing-2008,olympic,wrestling,light-heavyweight-greco-roman-84-kilograms-men,light-heavyweight-greco-roman-84-kilograms-men_1,1,1,1,1,ITA,HUN,TUR,0,CHN,0,ARM,AZE,RUS,CUB,IRI,USA,KOR,UKR,JPN,GEO,0,0,SVK,TUN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3458,beijing-2008,olympic,wrestling,light-heavyweight-greco-roman-84-kilograms-men,light-heavyweight-greco-roman-84-kilograms-men_2,1,1,1,1,1,0,0,0,FRA,0,0,0,0,0,0,0,0,0,0,POL,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3459,beijing-2008,olympic,wrestling,light-heavyweight-greco-roman-84-kilograms-men,light-heavyweight-greco-roman-84-kilograms-men_3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KAZ,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3460,beijing-2008,olympic,wrestling,featherweight-greco-roman-55-kilograms-men,featherweight-greco-roman-55-kilograms-men_1,1,1,1,1,RUS,AZE,ARM,0,CUB,0,SRB,USA,GEO,UZB,UKR,ROU,KAZ,DEN,PRK,EGY,CHN,0,PLW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3461,beijing-2008,olympic,wrestling,featherweight-greco-roman-55-kilograms-men,featherweight-greco-roman-55-kilograms-men_2,1,1,1,1,1,0,KOR,0,IRI,0,0,0,0,0,0,0,0,0,0,0,BUL,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3462,beijing-2008,olympic,wrestling,welterweight-freestyle-66-kilograms-men,welterweight-freestyle-66-kilograms-men_1,1,1,1,1,TUR,UKR,GEO,0,CUB,0,RUS,MGL,BLR,IRI,BUL,AZE,JPN,USA,PRK,CAN,KOR,ARM,RSA,CHN,SUI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3463,beijing-2008,olympic,wrestling,welterweight-freestyle-66-kilograms-men,welterweight-freestyle-66-kilograms-men_2,1,1,1,1,1,0,IND,0,KAZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3464,beijing-2008,olympic,wrestling,lightweight-greco-roman-60-kilograms-men,lightweight-greco-roman-60-kilograms-men_1,1,1,1,1,RUS,KAZ,KGZ,0,CUB,BUL,ROU,KOR,JPN,UZB,TUR,FRA,EGY,SRB,GEO,ARM,FIN,NOR,BLR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3465,beijing-2008,olympic,wrestling,lightweight-greco-roman-60-kilograms-men,lightweight-greco-roman-60-kilograms-men_2,1,1,1,1,1,0,CHN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3466,beijing-2008,olympic,wrestling,lightweight-freestyle-55-kilograms-women,lightweight-freestyle-55-kilograms-women_1,1,1,1,1,JPN,CHN,CAN,0,SWE,0,KAZ,RUS,USA,MDA,VEN,UKR,BLR,TUN,AZE,MGL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3467,beijing-2008,olympic,wrestling,lightweight-freestyle-55-kilograms-women,lightweight-freestyle-55-kilograms-women_2,1,1,1,1,1,0,COL,0,ROU,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3468,beijing-2008,olympic,wrestling,middleweight-greco-roman-74-kilograms-men,middleweight-greco-roman-74-kilograms-men_1,1,1,1,1,GEO,CHN,BUL,0,BLR,0,RUS,KAZ,GER,ARM,PER,AZE,POL,LTU,UKR,USA,TUR,AUS,DEN,ALG,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3469,beijing-2008,olympic,wrestling,middleweight-greco-roman-74-kilograms-men,middleweight-greco-roman-74-kilograms-men_2,1,1,1,1,1,0,FRA,0,HUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3470,beijing-2008,olympic,wrestling,heavyweight-freestyle-72-kilograms-women,heavyweight-freestyle-72-kilograms-women_1,1,1,1,1,CHN,BUL,JPN,0,USA,0,GER,BRA,SWE,CAN,RUS,UKR,KAZ,FRA,NGR,CMR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3471,beijing-2008,olympic,wrestling,heavyweight-freestyle-72-kilograms-women,heavyweight-freestyle-72-kilograms-women_2,1,1,1,1,1,0,POL,0,ESP,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3472,beijing-2008,olympic,wrestling,middleweight-freestyle-74-kilograms-men,middleweight-freestyle-74-kilograms-men_1,1,1,1,1,RUS,BLR,BUL,0,CUB,USA,KGZ,GRE,TUR,KOR,GEO,CHN,UKR,AZE,POL,GBS,CAN,IRI,HUN,AUS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3473,beijing-2008,olympic,wrestling,middleweight-freestyle-74-kilograms-men,middleweight-freestyle-74-kilograms-men_2,1,1,1,1,1,0,ROU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3474,beijing-2008,olympic,wrestling,flyweight-freestyle-48-kilograms-women,flyweight-freestyle-48-kilograms-women_1,1,1,1,1,CAN,JPN,AZE,0,KAZ,0,FRA,KOR,ESA,ROU,RUS,SWE,CHN,GER,0,MGL,AUS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3475,beijing-2008,olympic,wrestling,flyweight-freestyle-48-kilograms-women,flyweight-freestyle-48-kilograms-women_2,1,1,1,1,1,0,UKR,0,USA,0,0,0,0,0,0,0,0,VEN,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3476,beijing-2008,olympic,wrestling,super-heavyweight-greco-roman-120-kilograms-men,super-heavyweight-greco-roman-120-kilograms-men_1,1,1,1,1,CUB,LTU,ARM,0,SWE,USA,HUN,CHN,AZE,BLR,POL,BUL,UZB,IRI,CAN,UKR,GRE,EGY,TUR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3477,beijing-2008,olympic,wrestling,super-heavyweight-greco-roman-120-kilograms-men,super-heavyweight-greco-roman-120-kilograms-men_2,1,1,1,1,1,0,FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3478,beijing-2008,olympic,wrestling,welterweight-greco-roman-66-kilograms-men,welterweight-greco-roman-66-kilograms-men_1,1,1,1,1,FRA,KGZ,UKR,0,BUL,0,RUS,HUN,CUB,CHN,IRI,USA,ROU,ARM,KOR,0,TUR,GER,AZE,ALG,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3479,beijing-2008,olympic,wrestling,welterweight-greco-roman-66-kilograms-men,welterweight-greco-roman-66-kilograms-men_2,1,1,1,1,1,0,BLR,0,KAZ,0,0,0,0,0,0,0,0,0,LTU,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3480,beijing-2008,olympic,wrestling,heavyweight-freestyle-96-kilograms-men,heavyweight-freestyle-96-kilograms-men_1,1,1,1,1,RUS,GEO,AZE,0,UKR,UZB,HUN,TUR,IRI,EGY,MDA,GER,CAN,VEN,KGZ,POL,FRA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3481,beijing-2008,olympic,wrestling,heavyweight-freestyle-96-kilograms-men,heavyweight-freestyle-96-kilograms-men_2,1,1,1,1,1,0,CUB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3482,beijing-2008,olympic,handball,handball-men,handball-men_1,1,1,1,1,France,Iceland,Spain,Croatia,Poland,Russian Federation,Denmark,Republic of Korea,Germany,Egypt,Brazil,People's Republic of China,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3483,beijing-2008,olympic,handball,handball-women,handball-women_1,1,1,1,1,Norway,Russian Federation,Republic of Korea,Hungary,France,People's Republic of China,Romania,Sweden,Brazil,Kazakhstan,Germany,Angola,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3484,beijing-2008,olympic,athletics,20km-race-walk-women,20km-race-walk-women_1,1,1,1,1,RUS,NOR,ITA,CHN,ESP,ESP,IRL,POR,POR,BLR,RUS,CHN,JPN,GER,LTU,UKR,ESP,LTU,AUS,POL,GBR,GER,ROU,GRE,JPN,CZE,AUS,KOR,KAZ,USA,SVK,BLR,UKR,COL,ECU,BRA,ESA,HUN,AUS,GRE,LAT,GUA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3485,beijing-2008,olympic,athletics,long-jump-women,long-jump-women_1,1,1,1,1,BRA,0,NGR,USA,RUS,GBR,USA,SWE,CAN,BRA,USA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3486,beijing-2008,olympic,athletics,long-jump-women,long-jump-women_2,1,1,1,1,1,0,JAM,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3487,beijing-2008,olympic,athletics,1500m-women,1500m-women_1,1,1,1,1,KEN,UKR,UKR,GBR,BRN,ESP,USA,ESP,UKR,MAR,RUS,MAR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3488,beijing-2008,olympic,athletics,shot-put-women,shot-put-women_1,1,1,1,1,NZL,CUB,CHN,RUS,GER,CHN,RUS,CUB,GER,USA,ITA,CHN,USA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3489,beijing-2008,olympic,athletics,heptathlon-women,heptathlon-women_1,1,1,1,1,UKR,USA,GBR,CAN,RUS,POL,GER,NED,AUS,GER,FRA,RUS,UKR,POL,GER,BRA,FRA,LAT,CHN,NOR,NZL,FIN,GRE,CUB,UZB,IND,HUN,IND,SUI,GBR,IND,EST,BLR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3490,beijing-2008,olympic,athletics,20km-walk-men,20km-walk-men_1,1,1,1,1,RUS,ECU,AUS,CHN,ITA,AUS,ESP,IRL,COL,CHN,JPN,ESP,ESP,BRA,MEX,JPN,RUS,ITA,KEN,ECU,NOR,BLR,KOR,UKR,GER,SVK,TUN,BLR,POL,CHN,COL,POR,KOR,TUN,LTU,MEX,ITA,ECU,CRC,ARG,SRB,KAZ,USA,BLR,POR,POL,MDA,ALG,TUR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3491,beijing-2008,olympic,athletics,110m-hurdles-men,110m-hurdles-men_1,1,1,1,1,CUB,USA,USA,FRA,POL,JAM,JAM,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3492,beijing-2008,olympic,athletics,triple-jump-men,triple-jump-men_1,1,1,1,1,POR,GBR,BAH,CUB,ROU,BRA,GBR,UKR,RUS,CHN,BUL,CUB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
