,olympic_game,type,discipline,event,event_step,normal,team,group,licensed,country,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139
1331,rio-2016,olympic,archery,individual-competition-men,individual-competition-men_2,1,1,1,1,1,0,0,0,0,0,0,0,THA,0,0,0,0,0,0,0,KAZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,rio-2016,olympic,archery,individual-competition-men,individual-competition-men_3,1,1,1,1,1,0,0,0,0,0,0,0,IND,0,0,0,0,0,0,0,TPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333,rio-2016,olympic,archery,individual-competition-men,individual-competition-men_4,1,1,1,1,1,0,0,0,0,0,0,0,CHI,0,0,0,0,0,0,0,UKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334,rio-2016,olympic,archery,individual-competition-men,individual-competition-men_5,1,1,1,1,1,0,0,0,0,0,0,0,ESP,0,0,0,0,0,0,0,CUB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FIJ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,rio-2016,olympic,archery,individual-competition-men,individual-competition-men_6,1,1,1,1,1,0,0,0,0,0,0,0,GER,0,0,0,0,0,0,0,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MGL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,rio-2016,olympic,archery,individual-competition-men,individual-competition-men_7,1,1,1,1,1,0,0,0,0,0,0,0,ESP,0,0,0,0,0,0,0,BRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337,rio-2016,olympic,archery,individual-competition-men,individual-competition-men_8,1,1,1,1,1,0,0,0,0,0,0,0,USA,0,0,0,0,0,0,0,TUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CIV,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338,rio-2016,olympic,archery,individual-competition-men,individual-competition-men_9,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NEP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339,rio-2016,olympic,archery,individual-competition-men,individual-competition-men_10,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MEX,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340,rio-2016,olympic,archery,individual-competition-men,individual-competition-men_11,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FRA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341,rio-2016,olympic,archery,individual-competition-men,individual-competition-men_12,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BRA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342,rio-2016,olympic,archery,individual-competition-men,individual-competition-men_13,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BLR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343,rio-2016,olympic,archery,individual-competition-men,individual-competition-men_14,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,rio-2016,olympic,archery,individual-competition-men,individual-competition-men_15,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FRA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,rio-2016,olympic,archery,individual-competition-men,individual-competition-men_16,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TGA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,rio-2016,olympic,archery,individual-competition-men,individual-competition-men_17,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1347,rio-2016,olympic,archery,individual-competition-men,individual-competition-men_18,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348,rio-2016,olympic,archery,individual-competition-men,individual-competition-men_19,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,rio-2016,olympic,archery,individual-competition-men,individual-competition-men_20,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EGY,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350,rio-2016,olympic,archery,individual-competition-men,individual-competition-men_21,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FIN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351,rio-2016,olympic,archery,individual-competition-men,individual-competition-men_22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352,rio-2016,olympic,archery,individual-competition-men,individual-competition-men_23,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NED,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353,rio-2016,olympic,archery,individual-competition-men,individual-competition-men_24,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SVK,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354,rio-2016,olympic,archery,individual-competition-men,individual-competition-men_25,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NED,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1355,rio-2016,olympic,archery,individual-competition-men,individual-competition-men_26,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356,rio-2016,olympic,archery,individual-competition-men,individual-competition-men_27,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357,rio-2016,olympic,archery,individual-competition-men,individual-competition-men_28,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1358,rio-2016,olympic,archery,individual-competition-men,individual-competition-men_29,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,rio-2016,olympic,archery,individual-competition-men,individual-competition-men_30,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360,rio-2016,olympic,archery,individual-competition-men,individual-competition-men_31,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BRA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361,rio-2016,olympic,archery,individual-competition-men,individual-competition-men_32,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LBA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362,rio-2016,olympic,archery,individual-competition-women,individual-competition-women_1,1,1,1,1,KOR,GER,KOR,MEX,TPE,CHN,GBR,KOR,RUS,0,0,0,0,0,0,0,TPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DOM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,rio-2016,olympic,archery,individual-competition-women,individual-competition-women_2,1,1,1,1,1,0,0,0,0,0,0,0,IND,0,0,0,0,0,0,0,RUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364,rio-2016,olympic,archery,individual-competition-women,individual-competition-women_3,1,1,1,1,1,0,0,0,0,0,0,0,CHN,0,0,0,0,0,0,0,TPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,rio-2016,olympic,archery,individual-competition-women,individual-competition-women_4,1,1,1,1,1,0,0,0,0,0,0,0,IND,0,0,0,0,0,0,0,TUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366,rio-2016,olympic,archery,individual-competition-women,individual-competition-women_5,1,1,1,1,1,0,0,0,0,0,0,0,MYA,0,0,0,0,0,0,0,RUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EGY,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367,rio-2016,olympic,archery,individual-competition-women,individual-competition-women_6,1,1,1,1,1,0,0,0,0,0,0,0,CHN,0,0,0,0,0,0,0,MEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1368,rio-2016,olympic,archery,individual-competition-women,individual-competition-women_7,1,1,1,1,1,0,0,0,0,0,0,0,BRA,0,0,0,0,0,0,0,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1369,rio-2016,olympic,archery,individual-competition-women,individual-competition-women_8,1,1,1,1,1,0,0,0,0,0,0,0,PRK,0,0,0,0,0,0,0,UKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GEO,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1370,rio-2016,olympic,archery,individual-competition-women,individual-competition-women_9,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BHU,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,rio-2016,olympic,archery,individual-competition-women,individual-competition-women_10,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AZE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372,rio-2016,olympic,archery,individual-competition-women,individual-competition-women_11,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SVK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VEN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373,rio-2016,olympic,archery,individual-competition-women,individual-competition-women_12,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BAN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,rio-2016,olympic,archery,individual-competition-women,individual-competition-women_13,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375,rio-2016,olympic,archery,individual-competition-women,individual-competition-women_14,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GEO,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376,rio-2016,olympic,archery,individual-competition-women,individual-competition-women_15,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KAZ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377,rio-2016,olympic,archery,individual-competition-women,individual-competition-women_16,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1378,rio-2016,olympic,archery,individual-competition-women,individual-competition-women_17,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KEN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379,rio-2016,olympic,archery,individual-competition-women,individual-competition-women_18,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EST,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380,rio-2016,olympic,archery,individual-competition-women,individual-competition-women_19,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381,rio-2016,olympic,archery,individual-competition-women,individual-competition-women_20,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FIN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382,rio-2016,olympic,archery,individual-competition-women,individual-competition-women_21,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BRA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383,rio-2016,olympic,archery,individual-competition-women,individual-competition-women_22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IND,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384,rio-2016,olympic,archery,individual-competition-women,individual-competition-women_23,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MEX,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385,rio-2016,olympic,archery,individual-competition-women,individual-competition-women_24,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JPN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1386,rio-2016,olympic,archery,individual-competition-women,individual-competition-women_25,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1387,rio-2016,olympic,archery,individual-competition-women,individual-competition-women_26,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JPN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388,rio-2016,olympic,archery,individual-competition-women,individual-competition-women_27,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,rio-2016,olympic,archery,individual-competition-women,individual-competition-women_28,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390,rio-2016,olympic,archery,individual-competition-women,individual-competition-women_29,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BRA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1391,rio-2016,olympic,archery,individual-competition-women,individual-competition-women_30,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392,rio-2016,olympic,archery,individual-competition-women,individual-competition-women_31,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GEO,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
